cohort,seed,passed,violations,actions,retries,prevented,planningMs,elapsedMs
before_learning,44,false,2,6,0,0,0.9472000000000094,2.1883000000000266
before_learning,45,false,4,6,0,0,0.7613000000000625,1.6878999999999564
before_learning,46,false,4,6,0,0,0.671299999999917,1.6140000000000327
before_learning,47,false,2,6,0,0,2.2204999999999586,4.017099999999971
before_learning,48,false,4,6,0,0,1.60409999999996,3.5926000000000045
before_learning,49,false,4,6,0,0,1.8040999999999485,3.77030000000002
before_learning,50,false,4,6,0,0,1.2110000000000696,3.333699999999965
before_learning,51,false,4,6,0,0,1.165900000000022,2.6131000000000313
before_learning,52,true,0,6,0,0,1.90889999999996,3.6492999999999824
before_learning,53,false,2,6,0,0,1.3006999999998925,3.1381999999999834
before_learning,54,true,0,6,0,0,1.1475999999999544,2.5697000000000116
before_learning,55,true,0,6,0,0,1.1590999999999667,2.5767000000000166
before_learning,56,false,2,6,0,0,1.1572000000002163,2.5932000000000244
before_learning,57,true,0,6,0,0,1.563900000000217,4.216000000000008
before_learning,58,true,0,6,0,0,1.345299999999952,2.9641000000000304
before_learning,59,false,2,6,0,0,1.4201000000001613,2.9480000000000928
before_learning,60,true,0,6,0,0,0.9443999999999733,2.2304000000000315
before_learning,61,true,0,6,0,0,0.6952999999999747,1.556699999999978
before_learning,62,false,2,6,0,0,0.7357999999998128,1.664600000000064
before_learning,63,true,0,6,0,0,0.9352000000001226,2.4174000000000433
before_learning,64,false,4,6,0,0,1.3057000000001153,3.4055000000000746
before_learning,65,false,4,6,0,0,1.543100000000095,4.1399000000000115
before_learning,66,false,2,6,0,0,1.2497999999999365,2.919200000000046
